freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz)),mcparamset ,/R2/MINUS Vcm -0.5  (A),/R2/MINUS Vcm 0  (A),/R2/MINUS Vcm 0.5  (A)
10.0000,1.79485E-9,2.17360E-9,3.36075E-9,2.23809E-9,4.62715E-9,6.82640E-9,6.66709E-9,2.27147E-9,2.14479E-9,3.61838E-9,1.56593E-9,2.24162E-9,4.91894E-9,3.06462E-9,1.88288E-9,2.81076E-9,2.60171E-9,4.54892E-9,2.47790E-9,2.92929E-9,1.79400E-9,2.17526E-9,3.36603E-9,2.24015E-9,4.63646E-9,6.84160E-9,6.68217E-9,2.27350E-9,2.14569E-9,3.62409E-9,1.56479E-9,2.24276E-9,4.92912E-9,3.06866E-9,1.88286E-9,2.81378E-9,2.60495E-9,4.55827E-9,2.48006E-9,2.93302E-9,1.79351E-9,2.17664E-9,3.37040E-9,2.24177E-9,4.64405E-9,6.85397E-9,6.69452E-9,2.27504E-9,2.14641E-9,3.62881E-9,1.56380E-9,2.24352E-9,4.93751E-9,3.07199E-9,1.88277E-9,2.81618E-9,2.60761E-9,4.56565E-9,2.48176E-9,2.93605E-9,11.0000,284.766E-12,286.699E-12,289.191E-12
12.5893,1.66098E-9,1.97654E-9,2.99284E-9,2.02948E-9,4.08749E-9,6.00254E-9,5.86368E-9,2.05811E-9,1.95162E-9,3.21567E-9,1.46984E-9,2.03391E-9,4.34139E-9,2.73808E-9,1.73145E-9,2.51995E-9,2.34072E-9,4.01847E-9,2.23582E-9,2.62089E-9,1.65979E-9,1.97751E-9,2.99710E-9,2.03081E-9,4.09537E-9,6.01566E-9,5.87668E-9,2.05943E-9,1.95195E-9,3.22034E-9,1.46834E-9,2.03447E-9,4.35004E-9,2.74125E-9,1.73096E-9,2.52220E-9,2.34312E-9,4.02638E-9,2.23728E-9,2.62377E-9,1.65893E-9,1.97829E-9,3.00060E-9,2.03180E-9,4.10176E-9,6.02633E-9,5.88732E-9,2.06036E-9,1.95218E-9,3.22416E-9,1.46700E-9,2.03472E-9,4.35715E-9,2.74382E-9,1.73044E-9,2.52393E-9,2.34505E-9,4.03260E-9,2.23837E-9,2.62607E-9,12.0000,-18.6663E-9,-18.8340E-9,-19.0023E-9
15.8489,1.54913E-9,1.81018E-9,2.67604E-9,1.85306E-9,3.61922E-9,5.28405E-9,5.16314E-9,1.87765E-9,1.78839E-9,2.86814E-9,1.39096E-9,1.85831E-9,3.83972E-9,2.45752E-9,1.60493E-9,2.27125E-9,2.11832E-9,3.55813E-9,2.03008E-9,2.35640E-9,1.54762E-9,1.81054E-9,2.67938E-9,1.85374E-9,3.62581E-9,5.29533E-9,5.17431E-9,1.87832E-9,1.78822E-9,2.87186E-9,1.38914E-9,1.85832E-9,3.84700E-9,2.45989E-9,1.60401E-9,2.27279E-9,2.11995E-9,3.56475E-9,2.03089E-9,2.35851E-9,1.54642E-9,1.81076E-9,2.68208E-9,1.85415E-9,3.63113E-9,5.30447E-9,5.18342E-9,1.87867E-9,1.78798E-9,2.87487E-9,1.38749E-9,1.85811E-9,3.85296E-9,2.46177E-9,1.60309E-9,2.27391E-9,2.12120E-9,3.56992E-9,2.03142E-9,2.36014E-9,13.0000,9.78712E-9,9.88073E-9,9.96869E-9
19.9526,1.45641E-9,1.67078E-9,2.40445E-9,1.70494E-9,3.21397E-9,4.65825E-9,4.55312E-9,1.72610E-9,1.65148E-9,2.56942E-9,1.32671E-9,1.71093E-9,3.40499E-9,2.21765E-9,1.50008E-9,2.05978E-9,1.92998E-9,3.15966E-9,1.85638E-9,2.13076E-9,1.45461E-9,1.67058E-9,2.40695E-9,1.70502E-9,3.21939E-9,4.66788E-9,4.56265E-9,1.72618E-9,1.65085E-9,2.57226E-9,1.32462E-9,1.71045E-9,3.41104E-9,2.21929E-9,1.49877E-9,2.06067E-9,1.93091E-9,3.16513E-9,1.85661E-9,2.13216E-9,1.45310E-9,1.67030E-9,2.40892E-9,1.70491E-9,3.22374E-9,4.67567E-9,4.57040E-9,1.72602E-9,1.65019E-9,2.57453E-9,1.32269E-9,1.70981E-9,3.41596E-9,2.22053E-9,1.49749E-9,2.06123E-9,1.93155E-9,3.16935E-9,1.85662E-9,2.13318E-9,14.0000,13.0575E-9,13.1727E-9,13.2894E-9
25.1189,1.38015E-9,1.55491E-9,2.17285E-9,1.58156E-9,2.86437E-9,4.11405E-9,4.02282E-9,1.59984E-9,1.53755E-9,2.31386E-9,1.27478E-9,1.58820E-9,3.02937E-9,2.01376E-9,1.41390E-9,1.88114E-9,1.77161E-9,2.81587E-9,1.71082E-9,1.93943E-9,1.37810E-9,1.55421E-9,2.17458E-9,1.58110E-9,2.86875E-9,4.12221E-9,4.03088E-9,1.59938E-9,1.53649E-9,2.31591E-9,1.27245E-9,1.58727E-9,3.03430E-9,2.01472E-9,1.41225E-9,1.88144E-9,1.77191E-9,2.82028E-9,1.71051E-9,1.94018E-9,1.37632E-9,1.55347E-9,2.17589E-9,1.58051E-9,2.87221E-9,4.12879E-9,4.03741E-9,1.59876E-9,1.53545E-9,2.31750E-9,1.27029E-9,1.58624E-9,3.03828E-9,2.01539E-9,1.41065E-9,1.88148E-9,1.77200E-9,2.82364E-9,1.71005E-9,1.94064E-9,15.0000,-3.76395E-9,-3.79700E-9,-3.83083E-9
31.6228,1.31793E-9,1.45939E-9,1.97656E-9,1.47964E-9,2.56399E-9,3.64179E-9,3.56279E-9,1.49552E-9,1.44352E-9,2.09646E-9,1.23311E-9,1.48686E-9,2.70599E-9,1.84159E-9,1.34366E-9,1.73135E-9,1.63948E-9,2.52041E-9,1.58980E-9,1.77832E-9,1.31566E-9,1.45824E-9,1.97758E-9,1.47870E-9,2.56740E-9,3.64863E-9,3.56953E-9,1.49458E-9,1.44209E-9,2.09779E-9,1.23058E-9,1.48553E-9,2.70991E-9,1.84195E-9,1.34170E-9,1.73109E-9,1.63921E-9,2.52386E-9,1.58901E-9,1.77848E-9,1.31364E-9,1.45710E-9,1.97828E-9,1.47769E-9,2.57006E-9,3.65411E-9,3.57497E-9,1.49355E-9,1.44070E-9,2.09875E-9,1.22822E-9,1.48415E-9,2.71303E-9,1.84207E-9,1.33983E-9,1.73067E-9,1.63879E-9,2.52643E-9,1.58813E-9,1.77842E-9,16.0000,3.13558E-9,3.16083E-9,3.18838E-9
39.8107,1.26754E-9,1.38131E-9,1.81134E-9,1.39615E-9,2.30712E-9,3.23300E-9,3.16479E-9,1.41006E-9,1.36656E-9,1.91272E-9,1.19987E-9,1.40388E-9,2.42881E-9,1.69728E-9,1.28686E-9,1.60673E-9,1.53014E-9,2.26768E-9,1.49004E-9,1.64369E-9,1.26507E-9,1.37977E-9,1.81173E-9,1.39479E-9,2.30966E-9,3.23865E-9,3.17034E-9,1.40870E-9,1.36479E-9,1.91339E-9,1.19717E-9,1.40219E-9,2.43181E-9,1.69708E-9,1.28464E-9,1.60599E-9,1.52936E-9,2.27026E-9,1.48882E-9,1.64331E-9,1.26285E-9,1.37828E-9,1.81187E-9,1.39341E-9,2.31158E-9,3.24314E-9,3.17478E-9,1.40730E-9,1.36310E-9,1.91377E-9,1.19465E-9,1.40050E-9,2.43415E-9,1.69672E-9,1.28254E-9,1.60513E-9,1.52850E-9,2.27211E-9,1.48756E-9,1.64279E-9,17.0000,4.67715E-9,4.71690E-9,4.75848E-9
50.1187,1.22700E-9,1.31801E-9,1.67336E-9,1.32835E-9,2.08870E-9,2.88027E-9,2.82159E-9,1.34064E-9,1.30407E-9,1.75855E-9,1.17350E-9,1.33649E-9,2.19246E-9,1.57729E-9,1.24127E-9,1.50394E-9,1.44045E-9,2.05272E-9,1.40851E-9,1.53210E-9,1.22437E-9,1.31614E-9,1.67316E-9,1.32662E-9,2.09044E-9,2.88484E-9,2.82606E-9,1.33892E-9,1.30203E-9,1.75862E-9,1.17067E-9,1.33450E-9,2.19462E-9,1.57659E-9,1.23883E-9,1.50276E-9,1.43922E-9,2.05450E-9,1.40691E-9,1.53125E-9,1.22197E-9,1.31434E-9,1.67280E-9,1.32492E-9,2.09168E-9,2.88844E-9,2.82960E-9,1.33721E-9,1.30007E-9,1.75848E-9,1.16802E-9,1.33255E-9,2.19624E-9,1.57579E-9,1.23652E-9,1.50152E-9,1.43795E-9,2.05569E-9,1.40532E-9,1.53031E-9,18.0000,1.90900E-9,1.92180E-9,1.93823E-9
63.0957,1.19458E-9,1.26708E-9,1.55906E-9,1.27371E-9,1.90417E-9,2.57711E-9,2.52683E-9,1.28471E-9,1.25374E-9,1.63023E-9,1.15269E-9,1.28221E-9,1.99216E-9,1.47836E-9,1.20492E-9,1.41986E-9,1.36748E-9,1.87106E-9,1.34241E-9,1.44040E-9,1.19182E-9,1.26493E-9,1.55835E-9,1.27168E-9,1.90519E-9,2.58070E-9,2.53033E-9,1.28268E-9,1.25144E-9,1.62976E-9,1.14974E-9,1.27996E-9,1.99355E-9,1.47721E-9,1.20230E-9,1.41830E-9,1.36586E-9,1.87212E-9,1.34049E-9,1.43912E-9,1.18928E-9,1.26287E-9,1.55753E-9,1.26970E-9,1.90581E-9,2.58348E-9,2.53305E-9,1.28069E-9,1.24927E-9,1.62915E-9,1.14698E-9,1.27778E-9,1.99452E-9,1.47602E-9,1.19982E-9,1.41673E-9,1.36425E-9,1.87271E-9,1.33861E-9,1.43781E-9,19.0000,-15.0803E-9,-15.2137E-9,-15.3480E-9
79.4328,1.16881E-9,1.22641E-9,1.46518E-9,1.23002E-9,1.74942E-9,2.31777E-9,2.27491E-9,1.23998E-9,1.21347E-9,1.52431E-9,1.13632E-9,1.23881E-9,1.82359E-9,1.39747E-9,1.17611E-9,1.35169E-9,1.30861E-9,1.71867E-9,1.28927E-9,1.36567E-9,1.16593E-9,1.22402E-9,1.46402E-9,1.22772E-9,1.74978E-9,2.32047E-9,2.27752E-9,1.23769E-9,1.21097E-9,1.52336E-9,1.13329E-9,1.23634E-9,1.82429E-9,1.39593E-9,1.17335E-9,1.34979E-9,1.30666E-9,1.71907E-9,1.28707E-9,1.36403E-9,1.16327E-9,1.22174E-9,1.46280E-9,1.22551E-9,1.74984E-9,2.32249E-9,2.27948E-9,1.23548E-9,1.20860E-9,1.52233E-9,1.13044E-9,1.23396E-9,1.82465E-9,1.39439E-9,1.17073E-9,1.34793E-9,1.30476E-9,1.71911E-9,1.28494E-9,1.36239E-9,20.0000,1.19556E-9,1.20365E-9,1.21387E-9
100.000,1.14840E-9,1.19413E-9,1.38875E-9,1.19531E-9,1.62068E-9,2.09715E-9,2.06083E-9,1.20445E-9,1.18145E-9,1.43763E-9,1.12349E-9,1.20433E-9,1.68281E-9,1.33189E-9,1.15340E-9,1.29684E-9,1.26147E-9,1.59184E-9,1.24684E-9,1.30528E-9,1.14543E-9,1.19154E-9,1.38719E-9,1.19280E-9,1.62045E-9,2.09903E-9,2.06263E-9,1.20195E-9,1.17879E-9,1.43626E-9,1.12039E-9,1.20168E-9,1.68288E-9,1.33001E-9,1.15051E-9,1.29466E-9,1.25925E-9,1.59165E-9,1.24441E-9,1.30332E-9,1.14268E-9,1.18909E-9,1.38562E-9,1.19039E-9,1.62000E-9,2.10037E-9,2.06390E-9,1.19954E-9,1.17627E-9,1.43486E-9,1.11747E-9,1.19914E-9,1.68271E-9,1.32818E-9,1.14778E-9,1.29255E-9,1.25709E-9,1.59119E-9,1.24208E-9,1.30140E-9, , , , 
125.893,1.13231E-9,1.16865E-9,1.32703E-9,1.16789E-9,1.51449E-9,1.91068E-9,1.88011E-9,1.17640E-9,1.15614E-9,1.36730E-9,1.11346E-9,1.17710E-9,1.56622E-9,1.27914E-9,1.13556E-9,1.25304E-9,1.22400E-9,1.48718E-9,1.21319E-9,1.25685E-9,1.12927E-9,1.16590E-9,1.32513E-9,1.16521E-9,1.51373E-9,1.91182E-9,1.88116E-9,1.17372E-9,1.15334E-9,1.36557E-9,1.11030E-9,1.17430E-9,1.56573E-9,1.27698E-9,1.13257E-9,1.25063E-9,1.22154E-9,1.48647E-9,1.21057E-9,1.25463E-9,1.12643E-9,1.16330E-9,1.32326E-9,1.16264E-9,1.51283E-9,1.91253E-9,1.88181E-9,1.17116E-9,1.15069E-9,1.36384E-9,1.10733E-9,1.17163E-9,1.56507E-9,1.27489E-9,1.12975E-9,1.24830E-9,1.21917E-9,1.48556E-9,1.20806E-9,1.25247E-9, , , , 
158.489,1.11966E-9,1.14863E-9,1.27758E-9,1.14635E-9,1.42765E-9,1.75421E-9,1.72867E-9,1.15436E-9,1.13623E-9,1.31070E-9,1.10564E-9,1.15570E-9,1.47049E-9,1.23702E-9,1.12160E-9,1.21830E-9,1.19437E-9,1.40156E-9,1.18665E-9,1.21829E-9,1.11656E-9,1.14576E-9,1.27539E-9,1.14352E-9,1.42643E-9,1.75468E-9,1.72905E-9,1.15154E-9,1.13331E-9,1.30865E-9,1.10243E-9,1.15278E-9,1.46950E-9,1.23462E-9,1.11854E-9,1.21569E-9,1.19172E-9,1.40039E-9,1.18388E-9,1.21584E-9,1.11366E-9,1.14304E-9,1.27327E-9,1.14082E-9,1.42513E-9,1.75483E-9,1.72913E-9,1.14885E-9,1.13056E-9,1.30666E-9,1.09941E-9,1.15000E-9,1.46842E-9,1.23231E-9,1.11564E-9,1.21319E-9,1.18919E-9,1.39910E-9,1.18123E-9,1.21348E-9, , , , 
199.526,1.10975E-9,1.13297E-9,1.23824E-9,1.12948E-9,1.35724E-9,1.62397E-9,1.60279E-9,1.13712E-9,1.12062E-9,1.26549E-9,1.09955E-9,1.13895E-9,1.39256E-9,1.20360E-9,1.11072E-9,1.19090E-9,1.17109E-9,1.33211E-9,1.16582E-9,1.18777E-9,1.10660E-9,1.12999E-9,1.23581E-9,1.12654E-9,1.35563E-9,1.62384E-9,1.60258E-9,1.13419E-9,1.11761E-9,1.26318E-9,1.09631E-9,1.13593E-9,1.39115E-9,1.20100E-9,1.10759E-9,1.18813E-9,1.16828E-9,1.33054E-9,1.16292E-9,1.18513E-9,1.10365E-9,1.12717E-9,1.23348E-9,1.12375E-9,1.35398E-9,1.62347E-9,1.60214E-9,1.13140E-9,1.11477E-9,1.26096E-9,1.09325E-9,1.13307E-9,1.38969E-9,1.19852E-9,1.10464E-9,1.18549E-9,1.16561E-9,1.32892E-9,1.16016E-9,1.18262E-9, , , , 
251.189,1.10199E-9,1.12075E-9,1.20713E-9,1.11633E-9,1.30064E-9,1.51646E-9,1.49905E-9,1.12368E-9,1.10842E-9,1.22962E-9,1.09481E-9,1.12589E-9,1.32967E-9,1.17724E-9,1.10224E-9,1.16940E-9,1.15286E-9,1.27625E-9,1.14954E-9,1.16374E-9,1.09880E-9,1.11769E-9,1.20451E-9,1.11330E-9,1.29868E-9,1.51580E-9,1.49831E-9,1.12066E-9,1.10534E-9,1.22710E-9,1.09154E-9,1.12279E-9,1.32789E-9,1.17448E-9,1.09907E-9,1.16650E-9,1.14993E-9,1.27435E-9,1.14654E-9,1.16096E-9,1.09581E-9,1.11480E-9,1.20200E-9,1.11042E-9,1.29675E-9,1.51497E-9,1.49741E-9,1.11779E-9,1.10244E-9,1.22468E-9,1.08846E-9,1.11986E-9,1.32611E-9,1.17185E-9,1.09607E-9,1.16375E-9,1.14715E-9,1.27243E-9,1.14369E-9,1.15831E-9, , , , 
316.228,1.09593E-9,1.11124E-9,1.18268E-9,1.10610E-9,1.25547E-9,1.42850E-9,1.41429E-9,1.11324E-9,1.09891E-9,1.20133E-9,1.09113E-9,1.11572E-9,1.27930E-9,1.15654E-9,1.09566E-9,1.15260E-9,1.13864E-9,1.23166E-9,1.13685E-9,1.14491E-9,1.09271E-9,1.10812E-9,1.17990E-9,1.10300E-9,1.25323E-9,1.42737E-9,1.41309E-9,1.11014E-9,1.09578E-9,1.19863E-9,1.08784E-9,1.11257E-9,1.27721E-9,1.15365E-9,1.09245E-9,1.14960E-9,1.13562E-9,1.22947E-9,1.13377E-9,1.14201E-9,1.08969E-9,1.10516E-9,1.17725E-9,1.10006E-9,1.25105E-9,1.42614E-9,1.41179E-9,1.10721E-9,1.09282E-9,1.19606E-9,1.08473E-9,1.10958E-9,1.27516E-9,1.15091E-9,1.08941E-9,1.14675E-9,1.13275E-9,1.22731E-9,1.13085E-9,1.13926E-9, , , , 
398.107,1.09120E-9,1.10386E-9,1.16353E-9,1.09817E-9,1.21967E-9,1.35715E-9,1.34564E-9,1.10513E-9,1.09151E-9,1.17913E-9,1.08827E-9,1.10783E-9,1.23927E-9,1.14036E-9,1.09055E-9,1.13951E-9,1.12758E-9,1.19631E-9,1.12699E-9,1.13021E-9,1.08796E-9,1.10068E-9,1.16063E-9,1.09501E-9,1.21720E-9,1.35562E-9,1.34404E-9,1.10198E-9,1.08834E-9,1.17629E-9,1.08496E-9,1.10463E-9,1.23692E-9,1.13737E-9,1.08731E-9,1.13643E-9,1.12448E-9,1.19389E-9,1.12385E-9,1.12722E-9,1.08492E-9,1.09768E-9,1.15786E-9,1.09202E-9,1.21481E-9,1.35403E-9,1.34240E-9,1.09900E-9,1.08534E-9,1.17359E-9,1.08184E-9,1.10160E-9,1.23464E-9,1.13453E-9,1.08424E-9,1.13350E-9,1.12155E-9,1.19153E-9,1.12088E-9,1.12438E-9, , , , 
501.187,1.08752E-9,1.09813E-9,1.14860E-9,1.09202E-9,1.19147E-9,1.29975E-9,1.29049E-9,1.09886E-9,1.08577E-9,1.16178E-9,1.08605E-9,1.10172E-9,1.20764E-9,1.12774E-9,1.08659E-9,1.12934E-9,1.11901E-9,1.16845E-9,1.11935E-9,1.11877E-9,1.08426E-9,1.09492E-9,1.14560E-9,1.08882E-9,1.18881E-9,1.29787E-9,1.28854E-9,1.09567E-9,1.08256E-9,1.15883E-9,1.08273E-9,1.09848E-9,1.20508E-9,1.12467E-9,1.08333E-9,1.12620E-9,1.11584E-9,1.16583E-9,1.11616E-9,1.11571E-9,1.08120E-9,1.09189E-9,1.14274E-9,1.08578E-9,1.18625E-9,1.29599E-9,1.28661E-9,1.09264E-9,1.07953E-9,1.15603E-9,1.07960E-9,1.09541E-9,1.20262E-9,1.12176E-9,1.08024E-9,1.12322E-9,1.11285E-9,1.16331E-9,1.11314E-9,1.11280E-9, , , , 
630.957,1.08465E-9,1.09370E-9,1.13700E-9,1.08726E-9,1.16937E-9,1.25393E-9,1.24651E-9,1.09401E-9,1.08132E-9,1.14827E-9,1.08433E-9,1.09699E-9,1.18279E-9,1.11794E-9,1.08353E-9,1.12146E-9,1.11236E-9,1.14660E-9,1.11343E-9,1.10989E-9,1.08138E-9,1.09046E-9,1.13391E-9,1.08402E-9,1.16655E-9,1.25175E-9,1.24428E-9,1.09078E-9,1.07808E-9,1.14523E-9,1.08100E-9,1.09372E-9,1.18006E-9,1.11480E-9,1.08024E-9,1.11827E-9,1.10916E-9,1.14384E-9,1.11020E-9,1.10676E-9,1.07830E-9,1.08740E-9,1.13099E-9,1.08096E-9,1.16386E-9,1.24962E-9,1.24210E-9,1.08773E-9,1.07503E-9,1.14235E-9,1.07786E-9,1.09063E-9,1.17745E-9,1.11183E-9,1.07714E-9,1.11524E-9,1.10612E-9,1.14118E-9,1.10715E-9,1.10380E-9, , , , 
794.328,1.08242E-9,1.09027E-9,1.12800E-9,1.08359E-9,1.15212E-9,1.21760E-9,1.21169E-9,1.09026E-9,1.07787E-9,1.13778E-9,1.08300E-9,1.09333E-9,1.16336E-9,1.11033E-9,1.08116E-9,1.11537E-9,1.10723E-9,1.12955E-9,1.10886E-9,1.10301E-9,1.07914E-9,1.08701E-9,1.12485E-9,1.08032E-9,1.14918E-9,1.21518E-9,1.20922E-9,1.08701E-9,1.07461E-9,1.13466E-9,1.07966E-9,1.09004E-9,1.16050E-9,1.10714E-9,1.07786E-9,1.11213E-9,1.10398E-9,1.12666E-9,1.10560E-9,1.09983E-9,1.07605E-9,1.08392E-9,1.12187E-9,1.07724E-9,1.14638E-9,1.21284E-9,1.20684E-9,1.08393E-9,1.07154E-9,1.13172E-9,1.07651E-9,1.08693E-9,1.15776E-9,1.10413E-9,1.07474E-9,1.10907E-9,1.10092E-9,1.12390E-9,1.10252E-9,1.09683E-9, , , , 
1.00000E3,1.08069E-9,1.08762E-9,1.12103E-9,1.08075E-9,1.13870E-9,1.18897E-9,1.18427E-9,1.08737E-9,1.07520E-9,1.12965E-9,1.08197E-9,1.09051E-9,1.14823E-9,1.10444E-9,1.07933E-9,1.11066E-9,1.10326E-9,1.11629E-9,1.10532E-9,1.09768E-9,1.07739E-9,1.08434E-9,1.11783E-9,1.07746E-9,1.13567E-9,1.18636E-9,1.18161E-9,1.08410E-9,1.07192E-9,1.12648E-9,1.07862E-9,1.08720E-9,1.14526E-9,1.10122E-9,1.07602E-9,1.10739E-9,1.09999E-9,1.11330E-9,1.10204E-9,1.09447E-9,1.07429E-9,1.08124E-9,1.11481E-9,1.07436E-9,1.13279E-9,1.18385E-9,1.17906E-9,1.08101E-9,1.06883E-9,1.12349E-9,1.07547E-9,1.08407E-9,1.14243E-9,1.09817E-9,1.07289E-9,1.10430E-9,1.09690E-9,1.11045E-9,1.09894E-9,1.09144E-9, , , , 
1.25893E3,1.07934E-9,1.08558E-9,1.11565E-9,1.07856E-9,1.12830E-9,1.16652E-9,1.16279E-9,1.08515E-9,1.07313E-9,1.12336E-9,1.08117E-9,1.08833E-9,1.13648E-9,1.09989E-9,1.07791E-9,1.10702E-9,1.10020E-9,1.10600E-9,1.10259E-9,1.09357E-9,1.07604E-9,1.08228E-9,1.11241E-9,1.07526E-9,1.12519E-9,1.16376E-9,1.15998E-9,1.08186E-9,1.06984E-9,1.12015E-9,1.07782E-9,1.08501E-9,1.13342E-9,1.09663E-9,1.07459E-9,1.10373E-9,1.09691E-9,1.10293E-9,1.09929E-9,1.09033E-9,1.07293E-9,1.07916E-9,1.10935E-9,1.07214E-9,1.12224E-9,1.16111E-9,1.15730E-9,1.07875E-9,1.06674E-9,1.11712E-9,1.07466E-9,1.08187E-9,1.13051E-9,1.09355E-9,1.07146E-9,1.10062E-9,1.09379E-9,1.10002E-9,1.09618E-9,1.08727E-9, , , , 
