freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz))
10.0000,3.14394E-9,4.37099E-9,4.22553E-9,3.83234E-9,2.30107E-9,6.41290E-9,3.44068E-9,2.10189E-9,2.65267E-9,2.25994E-9,3.25820E-9,2.65433E-9,5.60207E-9,2.66722E-9,3.35286E-9,7.58894E-9,2.31719E-9,3.17045E-9,2.17203E-9,3.71657E-9,3.14760E-9,4.37855E-9,4.23134E-9,3.83786E-9,2.30202E-9,6.42523E-9,3.44474E-9,2.10159E-9,2.65461E-9,2.26000E-9,3.26227E-9,2.65610E-9,5.61239E-9,2.66849E-9,3.35740E-9,7.60442E-9,2.31748E-9,3.17431E-9,2.17186E-9,3.72239E-9,3.15035E-9,4.38370E-9,4.23589E-9,3.84178E-9,2.30277E-9,6.43323E-9,3.44770E-9,2.10131E-9,2.65625E-9,2.26041E-9,3.26528E-9,2.65730E-9,5.61927E-9,2.66980E-9,3.36064E-9,7.61452E-9,2.31769E-9,3.17697E-9,2.17182E-9,3.72643E-9
12.5893,2.81507E-9,3.87118E-9,3.74819E-9,3.40611E-9,2.09557E-9,5.64571E-9,3.06985E-9,1.92984E-9,2.39552E-9,2.06308E-9,2.91250E-9,2.39428E-9,4.94052E-9,2.40969E-9,2.99198E-9,6.67138E-9,2.11135E-9,2.83552E-9,1.98830E-9,3.30496E-9,2.81791E-9,3.87751E-9,3.75297E-9,3.41061E-9,2.09594E-9,5.65630E-9,3.07305E-9,1.92914E-9,2.39681E-9,2.06271E-9,2.91569E-9,2.39542E-9,4.94932E-9,2.41041E-9,2.99558E-9,6.68475E-9,2.11116E-9,2.83852E-9,1.98771E-9,3.30972E-9,2.81998E-9,3.88176E-9,3.75667E-9,3.41375E-9,2.09617E-9,5.66313E-9,3.07533E-9,1.92847E-9,2.39787E-9,2.06267E-9,2.91798E-9,2.39609E-9,4.95513E-9,2.41118E-9,2.99810E-9,6.69344E-9,2.11094E-9,2.84052E-9,1.98727E-9,3.31298E-9
15.8489,2.53179E-9,3.43753E-9,3.33457E-9,3.03748E-9,1.92110E-9,4.97683E-9,2.74988E-9,1.78415E-9,2.17535E-9,1.89530E-9,2.61493E-9,2.17181E-9,4.36467E-9,2.18887E-9,2.68088E-9,5.87041E-9,1.93644E-9,2.54733E-9,1.83220E-9,2.94878E-9,2.53386E-9,3.44275E-9,3.33841E-9,3.04106E-9,1.92095E-9,4.98586E-9,2.75229E-9,1.78306E-9,2.17604E-9,1.89454E-9,2.61730E-9,2.17236E-9,4.37210E-9,2.18907E-9,2.68364E-9,5.88192E-9,1.93581E-9,2.54954E-9,1.83123E-9,2.95259E-9,2.53532E-9,3.44619E-9,3.34134E-9,3.04349E-9,1.92070E-9,4.99164E-9,2.75393E-9,1.78205E-9,2.17656E-9,1.89407E-9,2.61894E-9,2.17255E-9,4.37696E-9,2.18935E-9,2.68548E-9,5.88936E-9,1.93519E-9,2.55092E-9,1.83042E-9,2.95513E-9
19.9526,2.28890E-9,3.06234E-9,2.97729E-9,2.71983E-9,1.77397E-9,4.39448E-9,2.47493E-9,1.66160E-9,1.98791E-9,1.75322E-9,2.35996E-9,1.98257E-9,3.86437E-9,2.00058E-9,2.41386E-9,5.17197E-9,1.78880E-9,2.30051E-9,1.70045E-9,2.64167E-9,2.29029E-9,3.06654E-9,2.98028E-9,2.72257E-9,1.77333E-9,4.40213E-9,2.47662E-9,1.66017E-9,1.98804E-9,1.75209E-9,2.36159E-9,1.98259E-9,3.87058E-9,2.00031E-9,2.41584E-9,5.18182E-9,1.78777E-9,2.30201E-9,1.69914E-9,2.64462E-9,2.29117E-9,3.06924E-9,2.98250E-9,2.72434E-9,1.77264E-9,4.40697E-9,2.47769E-9,1.65883E-9,1.98807E-9,1.75124E-9,2.36262E-9,1.98233E-9,3.87457E-9,2.00013E-9,2.41707E-9,5.18814E-9,1.78677E-9,2.30282E-9,1.69798E-9,2.64649E-9
25.1189,2.08178E-9,2.73885E-9,2.66987E-9,2.44728E-9,1.65078E-9,3.88840E-9,2.23985E-9,1.55926E-9,1.82936E-9,1.63374E-9,2.14267E-9,1.82266E-9,3.43074E-9,1.84105E-9,2.18584E-9,4.56376E-9,1.66505E-9,2.09029E-9,1.59004E-9,2.37801E-9,2.08253E-9,2.74214E-9,2.67208E-9,2.44925E-9,1.64970E-9,3.89481E-9,2.24088E-9,1.55752E-9,1.82899E-9,1.63227E-9,2.14362E-9,1.82218E-9,3.43584E-9,1.84034E-9,2.18711E-9,4.57213E-9,1.66366E-9,2.09113E-9,1.58841E-9,2.38016E-9,2.08289E-9,2.74415E-9,2.67366E-9,2.45041E-9,1.64862E-9,3.89879E-9,2.24140E-9,1.55589E-9,1.82857E-9,1.63107E-9,2.14409E-9,1.82151E-9,3.43905E-9,1.83974E-9,2.18777E-9,4.57744E-9,1.66233E-9,2.09141E-9,1.58693E-9,2.38143E-9
31.6228,1.90626E-9,2.46112E-9,2.40658E-9,2.21463E-9,1.54841E-9,3.44961E-9,2.04000E-9,1.47441E-9,1.69620E-9,1.53400E-9,1.95865E-9,1.68848E-9,3.05601E-9,1.70681E-9,1.99228E-9,4.03503E-9,1.56212E-9,1.91237E-9,1.49818E-9,2.15281E-9,1.90643E-9,2.46356E-9,2.40808E-9,2.21589E-9,1.54695E-9,3.45490E-9,2.04043E-9,1.47239E-9,1.69537E-9,1.53222E-9,1.95898E-9,1.68756E-9,3.06011E-9,1.70571E-9,1.99291E-9,4.04207E-9,1.56040E-9,1.91261E-9,1.49626E-9,2.15424E-9,1.90630E-9,2.46495E-9,2.40906E-9,2.21650E-9,1.54552E-9,3.45811E-9,2.04046E-9,1.47050E-9,1.69454E-9,1.53070E-9,1.95894E-9,1.68650E-9,3.06260E-9,1.70472E-9,1.99305E-9,4.04647E-9,1.55876E-9,1.91241E-9,1.49451E-9,2.15494E-9
39.8107,1.75855E-9,2.22385E-9,2.18232E-9,2.01724E-9,1.46400E-9,3.07025E-9,1.87123E-9,1.40457E-9,1.58519E-9,1.45133E-9,1.80388E-9,1.57675E-9,2.73336E-9,1.59469E-9,1.82909E-9,3.57641E-9,1.47716E-9,1.76283E-9,1.42232E-9,1.96160E-9,1.75819E-9,2.22554E-9,2.18315E-9,2.01785E-9,1.46220E-9,3.07453E-9,1.87111E-9,1.40231E-9,1.58396E-9,1.44928E-9,1.80365E-9,1.57543E-9,2.73655E-9,1.59322E-9,1.82912E-9,3.58225E-9,1.47514E-9,1.76253E-9,1.42014E-9,1.96236E-9,1.75762E-9,2.22634E-9,2.18359E-9,2.01794E-9,1.46045E-9,3.07702E-9,1.87068E-9,1.40019E-9,1.58275E-9,1.44748E-9,1.80314E-9,1.57403E-9,2.73837E-9,1.59189E-9,1.82878E-9,3.58583E-9,1.47323E-9,1.76190E-9,1.41813E-9,1.96254E-9
50.1187,1.63516E-9,2.02236E-9,1.99249E-9,1.85088E-9,1.39493E-9,2.74343E-9,1.72973E-9,1.34748E-9,1.49338E-9,1.38333E-9,1.67470E-9,1.48444E-9,2.45677E-9,1.50176E-9,1.69250E-9,3.17967E-9,1.40755E-9,1.63812E-9,1.36010E-9,1.80033E-9,1.63433E-9,2.02334E-9,1.99273E-9,1.85090E-9,1.39282E-9,2.74678E-9,1.72910E-9,1.34501E-9,1.49178E-9,1.38104E-9,1.67396E-9,1.48276E-9,2.45913E-9,1.49997E-9,1.69201E-9,3.18443E-9,1.40527E-9,1.63733E-9,1.35770E-9,1.80050E-9,1.63336E-9,2.02361E-9,1.99265E-9,1.85052E-9,1.39081E-9,2.74862E-9,1.72825E-9,1.34269E-9,1.49023E-9,1.37899E-9,1.67302E-9,1.48105E-9,2.46034E-9,1.49832E-9,1.69123E-9,3.18725E-9,1.40313E-9,1.63629E-9,1.35548E-9,1.80020E-9
63.0957,1.53291E-9,1.85237E-9,1.83294E-9,1.71172E-9,1.33881E-9,2.46308E-9,1.61200E-9,1.30111E-9,1.41802E-9,1.32778E-9,1.56773E-9,1.40877E-9,2.22090E-9,1.42532E-9,1.57910E-9,2.83762E-9,1.35093E-9,1.53494E-9,1.30943E-9,1.66533E-9,1.53166E-9,1.85272E-9,1.83263E-9,1.71121E-9,1.33645E-9,2.46558E-9,1.61093E-9,1.29847E-9,1.41610E-9,1.32528E-9,1.56655E-9,1.40678E-9,2.22250E-9,1.42324E-9,1.57812E-9,2.84140E-9,1.34843E-9,1.53371E-9,1.30683E-9,1.66495E-9,1.53032E-9,1.85250E-9,1.83210E-9,1.71040E-9,1.33420E-9,2.46682E-9,1.60970E-9,1.29597E-9,1.41427E-9,1.32301E-9,1.56523E-9,1.40480E-9,2.22315E-9,1.42132E-9,1.57695E-9,2.84353E-9,1.34608E-9,1.53232E-9,1.30442E-9,1.66422E-9
79.4328,1.44885E-9,1.71002E-9,1.69987E-9,1.59624E-9,1.29352E-9,2.22381E-9,1.51485E-9,1.26367E-9,1.35663E-9,1.28270E-9,1.47988E-9,1.34722E-9,2.02100E-9,1.36291E-9,1.48570E-9,2.54394E-9,1.30518E-9,1.45026E-9,1.26840E-9,1.55321E-9,1.44723E-9,1.70979E-9,1.69907E-9,1.59525E-9,1.29094E-9,2.22554E-9,1.51337E-9,1.26087E-9,1.35444E-9,1.28002E-9,1.47830E-9,1.34496E-9,2.02190E-9,1.36058E-9,1.48430E-9,2.54682E-9,1.30250E-9,1.44864E-9,1.26564E-9,1.55234E-9,1.44557E-9,1.70912E-9,1.69812E-9,1.59405E-9,1.28850E-9,2.22623E-9,1.51181E-9,1.25824E-9,1.35235E-9,1.27756E-9,1.47664E-9,1.34274E-9,2.02203E-9,1.35842E-9,1.48278E-9,2.54832E-9,1.29997E-9,1.44694E-9,1.26307E-9,1.55121E-9
100.000,1.38029E-9,1.59176E-9,1.58980E-9,1.50120E-9,1.25718E-9,2.02083E-9,1.43532E-9,1.23359E-9,1.30698E-9,1.24633E-9,1.40830E-9,1.29750E-9,1.85273E-9,1.31231E-9,1.40941E-9,2.29302E-9,1.26843E-9,1.38132E-9,1.23537E-9,1.46084E-9,1.37834E-9,1.59102E-9,1.58856E-9,1.49979E-9,1.25443E-9,2.02185E-9,1.43350E-9,1.23067E-9,1.30455E-9,1.24350E-9,1.40638E-9,1.29501E-9,1.85300E-9,1.30977E-9,1.40765E-9,2.29508E-9,1.26560E-9,1.37937E-9,1.23248E-9,1.45954E-9,1.37641E-9,1.58995E-9,1.58722E-9,1.49824E-9,1.25182E-9,2.02202E-9,1.43164E-9,1.22791E-9,1.30224E-9,1.24089E-9,1.40443E-9,1.29260E-9,1.85266E-9,1.30741E-9,1.40582E-9,2.29599E-9,1.26293E-9,1.37739E-9,1.22977E-9,1.45807E-9
125.893,1.32479E-9,1.49433E-9,1.49949E-9,1.42362E-9,1.22819E-9,1.84979E-9,1.37073E-9,1.20953E-9,1.26707E-9,1.21714E-9,1.35044E-9,1.25761E-9,1.71218E-9,1.27155E-9,1.34758E-9,2.07987E-9,1.23908E-9,1.32562E-9,1.20891E-9,1.38538E-9,1.32256E-9,1.49313E-9,1.49786E-9,1.42185E-9,1.22529E-9,1.85018E-9,1.36861E-9,1.20650E-9,1.26444E-9,1.21418E-9,1.34822E-9,1.25492E-9,1.71188E-9,1.26884E-9,1.34551E-9,2.08119E-9,1.23611E-9,1.32340E-9,1.20590E-9,1.38371E-9,1.32039E-9,1.49170E-9,1.49619E-9,1.42000E-9,1.22255E-9,1.84987E-9,1.36649E-9,1.20365E-9,1.26196E-9,1.21144E-9,1.34602E-9,1.25234E-9,1.71110E-9,1.26629E-9,1.34341E-9,2.08156E-9,1.23332E-9,1.32118E-9,1.20308E-9,1.38193E-9
158.489,1.28016E-9,1.41472E-9,1.42601E-9,1.36081E-9,1.20516E-9,1.70677E-9,1.31867E-9,1.19036E-9,1.23518E-9,1.19381E-9,1.30398E-9,1.22577E-9,1.59573E-9,1.23891E-9,1.29785E-9,1.90002E-9,1.21573E-9,1.28094E-9,1.18779E-9,1.32422E-9,1.27771E-9,1.41312E-9,1.42405E-9,1.35872E-9,1.20214E-9,1.70657E-9,1.31628E-9,1.18724E-9,1.23239E-9,1.19075E-9,1.30151E-9,1.22293E-9,1.59492E-9,1.23604E-9,1.29550E-9,1.90065E-9,1.21266E-9,1.27848E-9,1.18469E-9,1.32222E-9,1.27533E-9,1.41138E-9,1.42209E-9,1.35661E-9,1.19929E-9,1.70583E-9,1.31395E-9,1.18431E-9,1.22975E-9,1.18790E-9,1.29911E-9,1.22021E-9,1.59375E-9,1.23336E-9,1.29319E-9,1.90052E-9,1.20977E-9,1.27606E-9,1.18178E-9,1.32018E-9
199.526,1.24451E-9,1.35021E-9,1.36670E-9,1.31033E-9,1.18693E-9,1.58813E-9,1.27698E-9,1.17512E-9,1.20981E-9,1.17524E-9,1.26692E-9,1.20050E-9,1.50006E-9,1.21289E-9,1.25811E-9,1.74937E-9,1.19723E-9,1.24531E-9,1.17099E-9,1.27501E-9,1.24187E-9,1.34827E-9,1.36445E-9,1.30797E-9,1.18381E-9,1.58742E-9,1.27438E-9,1.17194E-9,1.20689E-9,1.17210E-9,1.26425E-9,1.19753E-9,1.49880E-9,1.20990E-9,1.25554E-9,1.74939E-9,1.19408E-9,1.24266E-9,1.16782E-9,1.27274E-9,1.23932E-9,1.34625E-9,1.36224E-9,1.30564E-9,1.18087E-9,1.58628E-9,1.27186E-9,1.16894E-9,1.20413E-9,1.16917E-9,1.26167E-9,1.19469E-9,1.49728E-9,1.20709E-9,1.25304E-9,1.74880E-9,1.19110E-9,1.24008E-9,1.16484E-9,1.27047E-9
251.189,1.21619E-9,1.29832E-9,1.31917E-9,1.27003E-9,1.17254E-9,1.49056E-9,1.24379E-9,1.16305E-9,1.18973E-9,1.16051E-9,1.23753E-9,1.18052E-9,1.42214E-9,1.19224E-9,1.22655E-9,1.62421E-9,1.18262E-9,1.21707E-9,1.15767E-9,1.23570E-9,1.21338E-9,1.29610E-9,1.31668E-9,1.26745E-9,1.16935E-9,1.48939E-9,1.24102E-9,1.15981E-9,1.18670E-9,1.15730E-9,1.23469E-9,1.17744E-9,1.42049E-9,1.18915E-9,1.22380E-9,1.62368E-9,1.17939E-9,1.21425E-9,1.15444E-9,1.23320E-9,1.21070E-9,1.29384E-9,1.31426E-9,1.26493E-9,1.16634E-9,1.48790E-9,1.23835E-9,1.15676E-9,1.18384E-9,1.15430E-9,1.23197E-9,1.17451E-9,1.41866E-9,1.18625E-9,1.22114E-9,1.62267E-9,1.17636E-9,1.21154E-9,1.15140E-9,1.23074E-9
316.228,1.19378E-9,1.25689E-9,1.28133E-9,1.23806E-9,1.16122E-9,1.41100E-9,1.21752E-9,1.15350E-9,1.17387E-9,1.14885E-9,1.21432E-9,1.16478E-9,1.35918E-9,1.17590E-9,1.20160E-9,1.52110E-9,1.17110E-9,1.19478E-9,1.14713E-9,1.20447E-9,1.19084E-9,1.25442E-9,1.27864E-9,1.23530E-9,1.15797E-9,1.40942E-9,1.21461E-9,1.15022E-9,1.17076E-9,1.14559E-9,1.21135E-9,1.16161E-9,1.35719E-9,1.17273E-9,1.19870E-9,1.52008E-9,1.16782E-9,1.19183E-9,1.14385E-9,1.20178E-9,1.18805E-9,1.25197E-9,1.27604E-9,1.23262E-9,1.15490E-9,1.40763E-9,1.21181E-9,1.14713E-9,1.16782E-9,1.14253E-9,1.20851E-9,1.15861E-9,1.35511E-9,1.16976E-9,1.19592E-9,1.51870E-9,1.16474E-9,1.18901E-9,1.14076E-9,1.19917E-9
398.107,1.17613E-9,1.22401E-9,1.25138E-9,1.21282E-9,1.15233E-9,1.34666E-9,1.19681E-9,1.14596E-9,1.16140E-9,1.13964E-9,1.19607E-9,1.15241E-9,1.30871E-9,1.16302E-9,1.18197E-9,1.43688E-9,1.16205E-9,1.17726E-9,1.13880E-9,1.17979E-9,1.17309E-9,1.22133E-9,1.24852E-9,1.20991E-9,1.14902E-9,1.34474E-9,1.19378E-9,1.14264E-9,1.15821E-9,1.13633E-9,1.19299E-9,1.14918E-9,1.30644E-9,1.15979E-9,1.17896E-9,1.43543E-9,1.15873E-9,1.17420E-9,1.13548E-9,1.17695E-9,1.17021E-9,1.21872E-9,1.24579E-9,1.20711E-9,1.14591E-9,1.34268E-9,1.19089E-9,1.13952E-9,1.15521E-9,1.13323E-9,1.19006E-9,1.14611E-9,1.30413E-9,1.15675E-9,1.17607E-9,1.43373E-9,1.15560E-9,1.17129E-9,1.13235E-9,1.17421E-9
501.187,1.16226E-9,1.19805E-9,1.22778E-9,1.19298E-9,1.14535E-9,1.29504E-9,1.18054E-9,1.14000E-9,1.15160E-9,1.13238E-9,1.18177E-9,1.14271E-9,1.26853E-9,1.15289E-9,1.16659E-9,1.36867E-9,1.15494E-9,1.16352E-9,1.13223E-9,1.16038E-9,1.15914E-9,1.19521E-9,1.22479E-9,1.18996E-9,1.14201E-9,1.29282E-9,1.17742E-9,1.13666E-9,1.14836E-9,1.12904E-9,1.17860E-9,1.13943E-9,1.26602E-9,1.14960E-9,1.16347E-9,1.36685E-9,1.15158E-9,1.16039E-9,1.12888E-9,1.15741E-9,1.15619E-9,1.19247E-9,1.22194E-9,1.18705E-9,1.13885E-9,1.29054E-9,1.17444E-9,1.13351E-9,1.14530E-9,1.12590E-9,1.17559E-9,1.13631E-9,1.26352E-9,1.14651E-9,1.16051E-9,1.36486E-9,1.14842E-9,1.15740E-9,1.12572E-9,1.15457E-9
630.957,1.15140E-9,1.17765E-9,1.20928E-9,1.17745E-9,1.13988E-9,1.25391E-9,1.16780E-9,1.13531E-9,1.14392E-9,1.12666E-9,1.17058E-9,1.13512E-9,1.23673E-9,1.14492E-9,1.15455E-9,1.31387E-9,1.14936E-9,1.15279E-9,1.12705E-9,1.14516E-9,1.14821E-9,1.17468E-9,1.20618E-9,1.17433E-9,1.13651E-9,1.25145E-9,1.16460E-9,1.13195E-9,1.14063E-9,1.12329E-9,1.16735E-9,1.13179E-9,1.23403E-9,1.14160E-9,1.15136E-9,1.31174E-9,1.14598E-9,1.14959E-9,1.12368E-9,1.14210E-9,1.14520E-9,1.17183E-9,1.20324E-9,1.17134E-9,1.13333E-9,1.24898E-9,1.16156E-9,1.12878E-9,1.13754E-9,1.12012E-9,1.16428E-9,1.12864E-9,1.23138E-9,1.13847E-9,1.14833E-9,1.30951E-9,1.14279E-9,1.14655E-9,1.12050E-9,1.13917E-9
794.328,1.14291E-9,1.16167E-9,1.19481E-9,1.16532E-9,1.13560E-9,1.22135E-9,1.15785E-9,1.13162E-9,1.13790E-9,1.12216E-9,1.16186E-9,1.12919E-9,1.21170E-9,1.13868E-9,1.14517E-9,1.27017E-9,1.14499E-9,1.14441E-9,1.12298E-9,1.13326E-9,1.13967E-9,1.15861E-9,1.19163E-9,1.16212E-9,1.13220E-9,1.21869E-9,1.15459E-9,1.12824E-9,1.13458E-9,1.11877E-9,1.15857E-9,1.12583E-9,1.20884E-9,1.13532E-9,1.14192E-9,1.26777E-9,1.14159E-9,1.14116E-9,1.11958E-9,1.13012E-9,1.13661E-9,1.15567E-9,1.18861E-9,1.15907E-9,1.12900E-9,1.21606E-9,1.15150E-9,1.12505E-9,1.13146E-9,1.11558E-9,1.15545E-9,1.12265E-9,1.20607E-9,1.13216E-9,1.13884E-9,1.26534E-9,1.13838E-9,1.13808E-9,1.11638E-9,1.12713E-9
1.00000E3,1.13628E-9,1.14921E-9,1.18352E-9,1.15587E-9,1.13225E-9,1.19572E-9,1.15008E-9,1.12871E-9,1.13320E-9,1.11862E-9,1.15506E-9,1.12455E-9,1.19209E-9,1.13379E-9,1.13786E-9,1.23554E-9,1.14157E-9,1.13789E-9,1.11977E-9,1.12398E-9,1.13300E-9,1.14606E-9,1.18028E-9,1.15261E-9,1.12883E-9,1.19290E-9,1.14678E-9,1.12531E-9,1.12985E-9,1.11521E-9,1.15173E-9,1.12117E-9,1.18911E-9,1.13040E-9,1.13456E-9,1.23292E-9,1.13815E-9,1.13460E-9,1.11636E-9,1.12078E-9,1.12991E-9,1.14305E-9,1.17720E-9,1.14951E-9,1.12562E-9,1.19014E-9,1.14365E-9,1.12211E-9,1.12670E-9,1.11200E-9,1.14857E-9,1.11797E-9,1.18623E-9,1.12722E-9,1.13144E-9,1.23032E-9,1.13493E-9,1.13148E-9,1.11314E-9,1.11774E-9
1.25893E3,1.13111E-9,1.13950E-9,1.17474E-9,1.14852E-9,1.12963E-9,1.17563E-9,1.14403E-9,1.12641E-9,1.12952E-9,1.11584E-9,1.14977E-9,1.12094E-9,1.17678E-9,1.12996E-9,1.13217E-9,1.20826E-9,1.13889E-9,1.13281E-9,1.11724E-9,1.11676E-9,1.12780E-9,1.13629E-9,1.17145E-9,1.14521E-9,1.12620E-9,1.17268E-9,1.14069E-9,1.12301E-9,1.12616E-9,1.11242E-9,1.14640E-9,1.11753E-9,1.17369E-9,1.12655E-9,1.12884E-9,1.20547E-9,1.13546E-9,1.12949E-9,1.11382E-9,1.11351E-9,1.12468E-9,1.13323E-9,1.16832E-9,1.14207E-9,1.12297E-9,1.16982E-9,1.13753E-9,1.11980E-9,1.12299E-9,1.10919E-9,1.14322E-9,1.11431E-9,1.17074E-9,1.12335E-9,1.12569E-9,1.20273E-9,1.13222E-9,1.12635E-9,1.11060E-9,1.11043E-9
1.58489E3,1.12709E-9,1.13196E-9,1.16792E-9,1.14281E-9,1.12758E-9,1.15995E-9,1.13933E-9,1.12461E-9,1.12665E-9,1.11365E-9,1.14566E-9,1.11812E-9,1.16486E-9,1.12696E-9,1.12776E-9,1.18687E-9,1.13679E-9,1.12887E-9,1.11525E-9,1.11115E-9,1.12375E-9,1.12869E-9,1.16459E-9,1.13946E-9,1.12414E-9,1.15689E-9,1.13596E-9,1.12120E-9,1.12327E-9,1.11022E-9,1.14227E-9,1.11470E-9,1.16170E-9,1.12354E-9,1.12440E-9,1.18394E-9,1.13335E-9,1.12552E-9,1.11182E-9,1.10786E-9,1.12061E-9,1.12559E-9,1.16143E-9,1.13630E-9,1.12090E-9,1.15396E-9,1.13277E-9,1.11798E-9,1.12008E-9,1.10699E-9,1.13906E-9,1.11147E-9,1.15867E-9,1.12032E-9,1.12122E-9,1.18109E-9,1.13010E-9,1.12235E-9,1.10859E-9,1.10475E-9
